BARMER;105180009;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;46601
BARMER;106280002;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;48601
BARMER;106380003;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;47601
BARMER;106480004;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;49601
BARMER;106580005;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;50601
BARMER;106780007;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;55601
BARMER;107280004;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;98601
BARMER;107380005;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;60601
BARMER;107880000;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;62601
BARMER;108080004;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;61601
BARMER;108353709;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;
BARMER;108380007;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;71601
BARMER;109380009;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;73601
BARMER;109580001;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;72601
BARMER;109580012;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;
BARMER;109780003;;;;;;42285;Wuppertal;Lichtscheider Str. 89;;;;;;;;104940005;;;84601
BIG direkt gesund;103501091;;;;;;44137;Dortmund;Rheinische Str. 1;44006;Dortmund;Postfach 10 06 42;;;;;103501091;;;
BIG direkt gesund (Haupt IK);103501080;;;;;;44137;Dortmund;Rheinische Str. 1;44006;Dortmund;Postfach 10 06 42;;;;;103501080;;;
BIG direkt gesund (vorm. BKK V;104229582;;;;;;44141;Dortmund;Semerteichstraße 54-56;44006;Dortmund;Postfach 10 06 42;;;;;103501091;;;
BIG direkt gesund (vorm. BKK V;104229606;;;;;;44141;Dortmund;Semerteichstraße 54-56;44006;Dortmund;Postfach 10 06 42;;;;;103501080;;;
BIG direkt gesund (vorm. BKK V;109531476;;;;;;44141;Dortmund;Semerteichstraße 54-56;44006;Dortmund;Postfach 10 06 42;;;;;104229606;;;
BIG direkt gesund (vorm. ac kk;104124597;;;;;;52353;Düren;An Gut Nazareth 73;52308;Düren;Postfach 100808;;;;;104127692;;;
BIG direkt gesund (vorm. ac kk;104127692;;;;;;52068;Aachen;Hüttenstr. 1;;;;52047;Aachen;;;103501080;;;
BIG direkt gesund (vorm. ac kk;104127716;;;;;;52249;Eschweiler;Neustr. 2;;;;;;;;104127692;;;
BIG direkt gesund (vorm. ac kk;104624901;;;;;;50189;Elsdorf;Dürener Str. 40;50182;Elsdorf;Postfach 1165;;;;;104127692;;;
BIG direkt gesund (vorm. ac kk;104629688;;;;;;52068;Aachen;Hüttenstr. 1;52047;Aachen;Postfach 1948;;;;;103501091;;;
BKK 24;102122660;;;;;;31683;Obernkirchen;Sülbecker Brand 1;31676;Obernkirchen;Postfach 1108;;;;;102122660;;;
BKK 24;102192459;;;;;;20095;Hamburg;Glockengießerwall 17;;;;;;;;102122660;;;
BKK 24 NETZ-PNWÜ;108891960;;;;;;31683;Obernkirchen;Sülbecker Brand 1;31676;Obernkirchen;Postfach 1108;;;;;102122660;;;
BKK 24/Ost;102732316;;;;;;31683;Obernkirchen;Sülbecker Brand 1;31676;Obernkirchen;Postfach 1108;;;;;102732316;;;
BKK Achenbach Buschhütten;103525909;;;;;;57223;Kreuztal;Siegener Str. 152;57202;Kreuztal;Postfach 101170;;;;;104526376;;;
BKK Aesculap;107536171;;;;;;78532;Tuttlingen;Jetterstr. 13/1;78501;Tuttlingen;40;;;;;105530444;;;
BKK Akzo Nobel -Bayern-;108833355;;;;;;63785;Obernburg;Glanzstoffstraße;;;;63784;Obernburg;;;108833355;;;
BKK Akzo Nobel -Bayern- PNWÜ;108891982;;;;;;63785;Obernburg;Glanzstoffstr.;;;;63784;Obernburg;;;108833355;;;
BKK B. Braun Aesculap;105530444;;;;;;34212;Melsungen;Grüne Str. 1;;;;;;;;105530444;;;
BKK B. Braun Melsungen;105530422;;;;;;34212;Melsungen;Grüne Str. 1;34209;Melsungen;Postfach 110;;;;;105530444;;;
BKK BJB;103524101;;;;;;59755;Arnsberg;Werler Str. 1;59703;Arnsberg;Postfach 1369;;;;;103724272;;;
BKK BPW Wiehl;104626903;;;;;;51674;Wiehl;Ohler Berg 1;51655;Wiehl;Postfach 1144;;;;;104626903;;;
BKK Basell;104626889;;;;;;50389;Wesseling;Brühler Str. 60;50387;Wesseling;Postfach 1464;;;;;109723913;;;
BKK Braun-Gillette;105330157;;;;;;61476;Kronberg;Westerbachstr. 23A;;;;;;;;106492393;;;
BKK Braun-Gillette/Ost;105328415;;;;;;61476;Kronberg;Westerbachstr. 23a;;;;;;;;106492406;;;
BKK DEMAG KRAUSS-MAF NETZ-PNWÜ;108891584;;;;;;47051;Duisburg;Friedrich-Wilhelm-Str. 82-84;;;;;;;;109723913;;;
BKK DEMAG KRAUSS-MAFFEI;104424794;;;;;;47051;Duisburg;Friedrich-Wilhelm-Str. 82-84;;;;;;;;109723913;;;
BKK DEMAG KRAUSS-MAFFEI/Ost;104428480;;;;;;47051;Duisburg;Friedrich-Wilhelm-Str. 82-84;;;;;;;;109737010;;;
BKK DER PARTNER;101822610;;;;;;26506;Norden;Doornkaatlohne 13;26496;Norden;20;;;;;106492393;;;
BKK DER PARTNER;102522653;;;;;;30163;Hannover;Walderseestr. 6;30007;Hannover;Postfach 707;;;;;106492393;;;
BKK DER PARTNER/OST;102121863;;;;;;30163;Hannover;Walderseestr. 6;30007;Hannover;Postfach 707;;;;;106492406;;;
BKK DER PARTNER/OST;102192426;;;;;;30163;Hannover;Walderseestr. 6;30007;Hannover;Postfach 707;;;;;106492406;;;
BKK Deutsche Bank AG;104224634;;;;;;40212;Düsseldorf;Königsallee 60c;;;;;;;;104224634;;;
BKK Deutsche Bank AG/Ost;104220878;;;;;;40212;Düsseldorf;Königsallee 60c;;;;;;;;104220878;;;
BKK Diakonie;103724294;;;;;;33617;Bielefeld;Königsweg 8;33544;Bielefeld;Postfach 130104;;;;;103724294;;;
BKK Diakonie/Ost;103729701;;;;;;33617;Bielefeld;Königsweg 8;33544;Bielefeld;Postfach 130104;;;;;103729701;;;
BKK ENKA;105230383;;;;;;65451;Kelsterbach;Kleiner Kornweg 2;65440;Kelsterbach;Postfach 1110;;;;;105330191;;;
BKK ESSANELLE;104239915;;;;;;86165;Augsburg;Zugspitzstr. 181;;;;40252;Düsseldorf;;;104940005;;;
BKK ESSANELLE;109139915;;;;;;86165;Augsburg;Zugspitzstr. 181;;;;40252;Düsseldorf;;;104940005;;;
BKK ESSANELLE NETZ-PNWÜ;108891573;;;;;;86165;Augsburg;Zugspitzstr. 181;;;;40252;Düsseldorf;;;104940005;;;
BKK ESSANELLE Ost;104239926;;;;;;86165;Augsburg;Zugspitzstr. 181;;;;40252;Düsseldorf;;;104940005;;;
BKK ESSANELLE Ost;109139926;;;;;;86165;Augsburg;Zugspitzstr. 181;;;;40252;Düsseldorf;;;104940005;;;
BKK EUREGIO;104125509;;;;;;52525;Heinsberg;Boos-Fremery-Str. 62;52517;Heinsberg;Postfach 1320;;;;;104125509;;;
BKK EWE;102429648;;;;;;26122;Oldenburg;Staulinie 16-17;26004;Oldenburg;Postfach 1420;;;;;102429648;;;
BKK EWE/Ost;102429659;;;;;;26122;Oldenburg;Staulinie 16-17;26004;Oldenburg;Postfach 1420;;;;;102429659;;;
BKK FTE;108836600;;;;;;38440;Wolfsburg;Porschestr. 1;38433;Wolfsburg;GE;;;;;108534160;;;
BKK FTE OST (Abr.-IK);101937424;;;;;;38448;Wolfsburg;Porschestr. 1;38433;Wolfsburg;GE;;;;;108534160;;;
BKK FTE Schoedel;108839464;;;;;;95213;Münchberg;Friedrich-Schoedel-Str. 21;00560;Münchberg;Postfach 95205;;;;;108534160;;;
BKK FTE WEST (Abr.-IK);101936606;;;;;;38448;Wolfsburg;Porschestr. 1;38433;Wolfsburg;GE;;;;;108534160;;;
BKK Faber-Castell & Partner;108923003;;;;;;92224;Amberg;Schlossgraben 8;;;;;;;;109033393;;;
BKK Faber-Castell & Partner;109033393;;;;;;94209;Regen;Bahnhofstr. 45;94202;Regen;Postfach 1265;;;;;109033393;;;
BKK Faber-Castell & Partner;109034964;;;;;;96260;Weismain;Abt-Knauer-Str. 3;;;;;;;;109033393;;;
BKK Faber-Castell & Partner;109034975;;;;;;90449;Nürnberg;Ansbacher Str. 136;;;;;;;;109033393;;;
BKK Faber-Castell & Partner;109037488;;;;;;92637;Weiden;Zur Centralwerkstätte 18;;;;;;;;109033393;;;
BKK Faber-Castell & Partner;109037569;;;;;;94566;Riedlhütte;Glashüttenstr. 1;;;;;;;;109033393;;;
BKK Faber-Castell & Partner;109092000;;;;;;96450;Coburg;Viktoriastr. 3;;;;;;;;109033393;;;
BKK Freudenberg;107036370;;;;;;69469;Weinheim;Höhnerweg 2-4;;;;69465;Weinheim;;;107036370;;;
BKK GILDEMEISTER SEIDENST./Ost;103724352;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103791489;;;
BKK GILDEMEISTER SEIDENST./Ost;103724374;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103791489;;;
BKK GILDEMEISTER SEIDENST./Ost;103791489;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103791489;;;
BKK GILDEMEISTER SEIDENST./Ost;103791504;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103791489;;;
BKK GILDEMEISTER SEIDENSTICKER;103724272;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103724272;;;
BKK GILDEMEISTER SEIDENSTICKER;103724341;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103724272;;;
BKK GILDEMEISTER SEIDENSTICKER;103724363;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103724272;;;
BKK GILDEMEISTER SEIDENSTICKER;103791490;;;;;;33649;Bielefeld;Winterstr. 49;33621;Bielefeld;Postfach 140160;;;;;103724272;;;
BKK GRILLO-WERKE AG;104424830;;;;;;47169;Duisburg;Weseler Str. 1;47142;Duisburg;Postfach 110265;;;;;104926702;;;
BKK Groz-Beckert;107835071;;;;;;72458;Albstadt;Parkweg 2;72423;Albstadt;Postfach 100249;;;;;107835071;;;
BKK HENSCHEL Plus;105530364;;;;;;34127;Kassel;Josef-Fischer-Str. 10;34112;Kassel;Postfach 102969;;;;;103523440;;;
BKK HMR/Ost;103736722;;;;;;32051;Herford;Am Kleinbahnhof 5;32003;Herford;Postfach 1355;;;;;103726081;;;
BKK Herford Minden Ravensberg;103725547;;;;;;32051;Herford;Am Kleinbahnhof 5;32003;Herford;Postfach 1355;;;;;103726081;;;
BKK Herford Minden Ravensberg;103792572;;;;;;32051;Herford;Am Kleinbahnhof 5;32003;Herford;Postfach 1355;;;;;103725547;;;
BKK Herkules;105530331;;;;;;34117;Kassel;Fünffensterstr. 5;34039;Kassel;Postfach 103960;;;;;105530331;;;
BKK Hoesch;103524522;;;;;;44145;Dortmund;Kirchderner Str. 47-49;44016;Dortmund;Postfach 101616;;;;;104526376;;;
BKK Hoesch/Ost;103528274;;;;;;44145;Dortmund;Kirchderner Str. 47-49;44016;Dortmund;Postfach 101616;;;;;104529255;;;
BKK KARL MAYER;105330431;;;;;;63179;Obertshausen;Industriestr. 3;63166;Obertshausen;Postfach 1120;;;;;105330431;;;
BKK KBA NETZ-PNWÜ;108891608;;;;;;97080;Würzburg;Friedrich-Koenig-Str. 5;97010;Würzburg;Postfach 6060;;;;;108833674;;;
BKK Kassana;108633433;;;;;;80333;München;Karolinenplatz 5;;;;;;;;107832012;;;
BKK Kassana/Ost;108491751;;;;;;80333;München;Karolinenplatz 5;;;;;;;;107832023;;;
BKK Krones;108934142;;;;;;93073;Neutraubling;Bayerwaldstr. 2L;93069;Neutraubling;Postfach 1446;;;;;108934142;;;
BKK Krones Vst. Nittenau;108928736;;;;;;93149;Nittenau;Heideweg 36;;;;;;;;108934142;;;
BKK LINDE/OST;105821242;;;;;;65187;Wiesbaden;Konrad-Adenauer-Ring 33;65030;Wiesbaden;Postfach 4067;;;;;105821242;;;
BKK Linde;105830517;;;;;;65187;Wiesbaden;Konrad-Adenauer-Ring 33;65030;Wiesbaden;Postfach 4067;;;;;105830517;;;
BKK Linde NETZ-PNWÜ;108891551;;;;;;65187;Wiesbaden;Konrad-Adenauer-Ring 33;65030;Wiesbaden;Postfach 4067;;;;;105830517;;;
BKK MAHLE;108036145;;;;;;70376;Stuttgart;Pragstr. 26-46;70369;Stuttgart;Postfach 500780;;;;;108036145;;;
BKK MAN und MTU Muenchen;108428515;;;;;;38239;Salzgitter;Heinrich-Büssing-Str. 1;;;;;;;;108534160;;;
BKK MAN und MTU Muenchen;108429060;;;;;;90441;Nürnberg;Vogelweiherstr. 33;;;;;;;;108534160;;;
BKK MAN und MTU Muenchen;108429106;;;;;;65462;Ginsheim-Gustavsburg;Ginsheimer Str. 2;65452;Ginsheim-Gustavsburg;Postfach 1152;;;;;108534160;;;
BKK MAN und MTU Muenchen;108433204;;;;;;80995;München;Karlsfelder Str. 209e-f;80971;München;Postfach 500144;;;;;108534160;;;
BKK MAN und MTU Muenchen -OST-;108434318;;;;;;80995;München;Karlsfelder Str. 209e-f;80971;München;Postfach 500144;;;;;108837428;;;
BKK MEDICUS;107923192;;;;;;01445;Radebeul;Ledenweg 2;01439;Radebeul;Postfach 020108;;;;;109737010;;;
BKK MEDICUS WEST;107934550;;;;;;01445;Radebeul;Ledenweg 2;01439;Radebeul;Postfach 020108;;;;;109723913;;;
BKK MEM;106020600;;;;;;04610;Meuselwitz;Freiligrathstr. 1;;;;;;;;107820029;;;
BKK MIELE Ost;103723317;;;;;;33332;Gütersloh;Carl-Miele-Str. 29;;;;33325;Gütersloh;;;103723317;;;
BKK MTU;107835333;;;;;;88045;Friedrichshafen;Hochstr. 40;;;;88040;Friedrichshafen;;;107835333;;;
BKK Melitta HMR;103726081;;;;;;32425;Minden;Marienstr. 122;32372;Minden;Postfach 1224;;;;;103726081;;;
BKK Merck;105230076;;;;;;64293;Darmstadt;Frankfurter Str. 133;;;;;;;;105230076;;;
BKK Miele;103725364;;;;;;33332;Gütersloh;Carl-Miele-Str. 29;;;;33325;Gütersloh;;;103725364;;;
BKK Miele Wahltarif;103792663;;;;;;33332;Gütersloh;Carl-Miele-Str. 29;;;;33325;Gütersloh;;;103725364;;;
BKK N-ERGIE;108723249;;;;;;90461;Nürnberg;Hainstr. 34;;;;90338;Nürnberg;;;104526376;;;
BKK N-ERGIE NETZ-PNW;108891562;;;;;;90461;Nürnberg;Hainstr. 34;;;;90338;Nürnberg;;;104526376;;;
BKK PFAFF;106431572;;;;;;67655;Kaiserslautern;Pirmasenser Str. 132;67601;Kaiserslautern;Postfach 1120;;;;;106431572;;;
BKK PFAFF/OST;106420977;;;;;;67655;Kaiserslautern;Pirmasenser Str. 132;67601;Kaiserslautern;Postfach 1120;;;;;106420977;;;
BKK PHOENIX;101520181;;;;;;21073;Hamburg;Harburger Ring 10;21048;Hamburg;Postfach 900853;;;;;104491707;;;
BKK PHOENIX / Ost;101532152;;;;;;21073;Hamburg;Harburger Ring 10;21048;Hamburg;Postfach 900853;;;;;104491718;;;
BKK PHOENIX Wahltarif;101592587;;;;;;21073;Hamburg;Harburger Ring 10;;;;;;;;101520181;;;
BKK Pfalz;106431652;;;;;;67059;Ludwigshafen;Lichtenbergerstr. 16;67001;Ludwigshafen;Postfach 210141;;;;;106431652;;;
BKK Pfalz/Ost;106437453;;;;;;67059;Ludwigshafen;Lichtenbergerstr. 16;67001;Ludwigshafen;Postfach 210441;;;;;106437453;;;
BKK PricewaterhouseCoopers;105723312;;;;;;34212;Melsungen;Burgstraße 1-3;34202;Melsungen;Postfach 1226;;;;;105723301;;;
BKK PricewaterhouseCoopers/Ost;105792203;;;;;;34212;Melsungen;Burgstraße 1-3;34202;Melsungen;Postfach 1226;;;;;105792190;;;
BKK ProVita;108591499;;;;;;85232;Bergkirchen;Münchner Weg 5;;;;85217;Dachau;;;108591499;;;
BKK ProVita/Ost;108591503;;;;;;85232;Bergkirchen;Münchner Weg 5;;;;85217;Dachau;;;108591503;;;
BKK Public;101931440;;;;;;38226;Salzgitter;Thiestr. 15;38201;Salzgitter;Postfach 100160;;;;;101931440;;;
BKK Public;101992035;;;;;;38226;Salzgitter;Thiestr. 15;38201;Salzgitter;Postfach 100160;;;;;101931440;;;
BKK PwC;105723301;;;;;;34212;Melsungen;Burgstraße 1-3;34202;Melsungen;Postfach 1226;;;;;105723301;;;
BKK PwC/Ost;105792190;;;;;;34212;Melsungen;Burgstraße 1-3;34202;Melsungen;Postfach 1226;;;;;105792190;;;
BKK RWE;102131240;;;;;;29225;Celle;Welfenallee 32;29234;Celle;Postfach 3453;;;;;102129930;;;
BKK Rieker.Ricosta.Weisser;107532042;;;;;;78532;Tuttlingen;Stockacher Str. 4-6;78505;Tuttlingen;Postfach 4034;;;;;107532042;;;
BKK S-H;101320043;;;;;;25348;Glückstadt;Stadtstr. 10;25343;Glückstadt;Postfach 1220;;;;;109723913;;;
BKK S-H;101392368;;;;;;25348;Glückstadt;Stadtstr. 10;25343;Glückstadt;Postfach 1220;;;;;109723913;;;
BKK SBH;107531187;;;;;;78647;Trossingen;Löhrstr. 45;78635;Trossingen;Postfach 1124;;;;;107531187;;;
BKK Salzgitter;101922757;;;;;;38226;Salzgitter;Thiestr. 15;38201;Salzgitter;Postfach 100160;;;;;101922757;;;
BKK Salzgitter;109531045;;;;;;38226;Salzgitter;Thiestr. 15;38201;Salzgitter;Postfach 100160;;;;;101922757;;;
BKK Salzgitter/Ost;101921814;;;;;;38226;Salzgitter;Thiestr. 15;38201;Salzgitter;Postfach 100160;;;;;101921814;;;
BKK Scheufelen;108035576;;;;;;73230;Kirchheim;Schöllkopfstr. 65;;;;;;;;108035576;;;
BKK Schott-Rohrglas;108933049;;;;;;95666;Mitterteich;Bahnhofstr. 22;95660;Mitterteich;Postfach 1148;;;;;108591499;;;
BKK Schwesternsch. NETZ-PNW;108891540;;;;;;80634;München;Rotkreuzplatz 8;;;;;;;;108433099;;;
BKK Schwesternschaft v. BRK;108433099;;;;;;80634;München;Rotkreuzplatz 8;;;;;;;;108591499;;;
BKK Stadt Augsburg;109132678;;;;;;86153;Augsburg;Willy-Brandt-Platz 1;;;;;;;;108534160;;;
BKK Technoform;102031410;;;;;;37075;Göttingen;Weender Landstr. 94-108;37086;Göttingen;Postfach 200111;;;;;102031410;;;
BKK Textilgruppe Hof;108632900;;;;;;95028;Hof;Fabrikzeile 21;95014;Hof;Postfach 1529;;;;;108632900;;;
BKK VBU MAK-Ost;109528723;;;;;;10969;Berlin;Lindenstr. 67;;;;;;;;109737010;;;
BKK VBU MAK-West;109528698;;;;;;10969;Berlin;Lindenstr. 67;;;;;;;;109723913;;;
BKK VBU/Ost;109737010;;;;;;10969;Berlin;Lindenstr. 67;;;;;;;;109737010;;;
BKK VBU/West;109723913;;;;;;10969;Berlin;Lindenstr. 67;;;;;;;;109723913;;;
BKK VDN;103526615;;;;;;58239;Schwerte;Rosenweg 15;58206;Schwerte;Postfach 1160;;;;;103526615;;;
BKK VDN/Ost;103532065;;;;;;58239;Schwerte;Rosenweg 15;58206;Schwerte;Postfach 1160;;;;;103532065;;;
BKK VerbundPlus;107832012;;;;;;88400;Biberach;Bismarckring 64;88381;Biberach;Postfach 1130;;;;;107832012;;;
BKK VerbundPlus/Ost;107832023;;;;;;01219;Dresden;Wienerstr. 80a;;;;;;;;107832023;;;
BKK Verkehrsbau Union;109531114;;;;;;10969;Berlin;Lindenstr. 67;;;;;;;;109723913;;;
BKK Vital;106432038;;;;;;67065;Ludwigshafen;Giulinistr. 2;67029;Ludwigshafen;Postfach 150480;;;;;106431652;;;
BKK Voralb HELLER*LEUZE*TRAUB;108031424;;;;;;72622;Nürtingen;Gebrüder-Heller-Straße 15;72604;Nürtingen;Postfach 1424;;;;;108031424;;;
BKK Werra-Meissner;105530126;;;;;;37269;Eschwege;Straßburger Str. 5;37258;Eschwege;Postfach 1880;;;;;105530126;;;
BKK Westfalen-Lippe;103726263;;;;;;48143;Münster;Alter Steinweg 34;48006;Münster;Postfach 1720;;;;;104526376;;;
BKK Wirtschaft & Finanzen;105734543;;;;;;34212;Melsungen;Bahnhofstr. 19;34202;Melsungen;Postfach 1264;;;;;105734543;;;
BKK Wirtschaft & Finanzen WT;105734554;;;;;;34212;Melsungen;Bahnhofstr. 19;34202;Melsungen;Postfach 1264;;;;;105734543;;;
BKK Wirtschaft & Finanzen/Ost;105734565;;;;;;34212;Melsungen;Bahnhofstr. 19;34202;Melsungen;Postfach 1264;;;;;105792123;;;
BKK Wirtschaft & Finanzen/Ost;105792123;;;;;;34212;Melsungen;Bahnhofstr. 19;34202;Melsungen;Postfach 1264;;;;;105792123;;;
BKK Würth;108036577;;;;;;74653;Künzelsau;Gartenstr. 11;;;;74650;Künzelsau;;;108036577;;;
BKK Würth/Ost;108023140;;;;;;74653;Künzelsau;Gartenstr. 11;;;;74650;Künzelsau;;;108023140;;;
BKK ZF & Partner;106329566;;;;;;56068;Koblenz;Am Wöllershof 12;56003;Koblenz;Postfach 200353;;;;;107829563;;;
BKK ZF & Partner;107829563;;;;;;56068;Koblenz;Am Wöllershof 12;56003;Koblenz;Postfach 200353;;;;;107829563;;;
BKK ZF & Partner Ost;106329577;;;;;;56068;Koblenz;Am Wöllershof 12;56003;Koblenz;Postfach 200353;;;;;107829574;;;
BKK ZF & Partner Ost;107829574;;;;;;56068;Koblenz;Am Wöllershof 12;56003;Koblenz;Postfach 200353;;;;;107829574;;;
BKK advita;106229304;;;;;;55232;Alzey;Mainzer Str. 5;;;;;;;;108029306;;;
BKK advita;108029306;;;;;;55232;Alzey;Mainzer Str. 5;;;;;;;;102122660;;;
BKK advita Mitarbeiter;108029431;;;;;;55232;Alzey;Mainzer Str. 5;;;;;;;;108029306;;;
BKK advita VSt Frankenthal;108092623;;;;;;67227;Frankenthal;Johann-Klein-Str. 6;67207;Frankenthal;Postfach 1744;;;;;108029306;;;
BKK advita VSt Grünenplan;108029384;;;;;;31073;Grünenplan;Obere Hilsstr. 12;31074;Grünenplan;Postfach 2002;;;;;108029306;;;
BKK advita VSt Göttingen;108029419;;;;;;37081;Göttingen;Königsallee 9-21;37004;Göttingen;Postfach 1403;;;;;108029306;;;
BKK advita VSt Mainz;108029395;;;;;;55232;Alzey;Mainzer Str. 5;;;;;;;;108029306;;;
BKK advita VSt Oberkochen;108029420;;;;;;73447;Oberkochen;Carl-Zeiss-Straße;73442;Oberkochen;Postfach 1120;;;;;108029306;;;
BKK advita VSt Pegnitz;108092634;;;;;;91257;Pegnitz;Bahnhofplatz 1;;;;;;;;108029306;;;
BKK advita VSt Wetzlar;108029373;;;;;;35576;Wetzlar;Gloelstr. 9;35527;Wetzlar;Postfach 1747;;;;;108029306;;;
BKK advita VSt Zwiesel;108029408;;;;;;94227;Zwiesel;Holzweberstr. 7;94224;Zwiesel;Postfach 1561;;;;;108029306;;;
BKK advita/Ost;106231295;;;;;;55232;Alzey;Mainzer Str. 5;;;;;;;;108031297;;;
BKK advita/Ost;108031297;;;;;;07745;Jena;Hardenbergweg 59;07706;Jena;Postfach 100622;;;;;102732316;;;
BKK advita/Ost VSt Halle;108092645;;;;;;06110;Halle/Saale;Turmstr. 92;;;;;;;;108031297;;;
BKK evm;106331593;;;;;;56068;Koblenz;Schützenstr. 80-82;56064;Koblenz;Postfach 1140;;;;;106331593;;;
BKK exklusiv;102122557;;;;;;31275;Lehrte;Zum Blauen See 7;31251;Lehrte;Postfach 1104;;;;;102122557;;;
BKK exklusiv / Ost;102131320;;;;;;31275;Lehrte;Zum Blauen See 7;31251;Lehrte;Postfach 1104;;;;;102131320;;;
BKK family;105830539;;;;;;65203;Wiesbaden;Äppelallee 27;65079;Wiesbaden;Postfach 120153;;;;;108591499;;;
BKK firmus;103121137;;;;;;28237;Bremen;Gottlieb-Daimler-Str. 11;;;;28192;Bremen;;;103121137;;;
BKK firmus/Ost;102529638;;;;;;09600;Weißenborn-Bertheldorf;Fabrikstr. 1;;;;;;;;102529638;;;
BKK firmus/Ost;107729631;;;;;;09600;Weißenborn-Bertheldorf;Fabrikstr. 1;;;;;;;;102529638;;;
BKK futur;104826197;;;;;;47803;Krefeld;Girmesgath 5;;;;70426;Stuttgart;;;109723913;;;
BKK futur;109530976;;;;;;47803;Krefeld;Girmesgath 5;;;;;;;;109723913;;;
BKK futur (Proj. ZOM);104892110;;;;;;47803;Krefeld;Girmesgath 5;;;;;;;;109723913;;;
BKK futur Mitarbeiterkasse;104892358;;;;;;;;;91701;Gunzenhausen;Postfach 1101;;;;;109723913;;;
BKK futur/Ost;104892369;;;;;;47803;Krefeld;Girmesgath 5;;;;70426;Stuttgart;;;109737010;;;
BKK für Heilberufe KöRiA;104628222;;;;;;40549;Düsseldorf;Schiess Str. 43;;;;;;;;104628222;;;
BKK für Heilberufe KöRiA /OST;104628233;;;;;;40549;Düsseldorf;Schiess Str. 43;;;;;;;;104628233;;;
BKK salvina;108492331;;;;;;82152;Planegg-Martinsried;Fraunhoferstr. 12a;;;;;;;;108633433;;;
BKK salvina/Ost;108492320;;;;;;82152;Planegg-Martinsried;Fraunhoferstr. 12a;;;;;;;;108491751;;;
BKK_DürkoppAdler;103724249;;;;;;33719;Bielefeld;Potzdamer Str. 190;33703;Bielefeld;Postfach 170361;;;;;103724249;;;
BMW BKK;109034270;;;;;;84130;Dingolfing;Mengkofener Str. 6;84126;Dingolfing;Postfach 1533;;;;;109034270;;;
BMW BKK Gst. Berlin;109028579;;;;;;13599;Berlin;Am Juliusturm 14-38;13518;Berlin;Postfach 200805;;;;;109034270;;;
BMW BKK Gst. Dingolfing;109028524;;;;;;84130;Dingolfing;Mengkofener Str. 6;84126;Dingolfing;Postfach 1533;;;;;109034270;;;
BMW BKK Gst. Landshut;109028568;;;;;;84030;Ergolding;Meisenstr. 23;;;;;;;;109034270;;;
BMW BKK Gst. München;109028535;;;;;;80809;München;Dostlerstr. 3;80701;München;Postfach 400109;;;;;109034270;;;
BMW BKK Gst. Regensburg;109028546;;;;;;93055;Regensburg;Herbert-Quandt-Allee;;;;;;;;109034270;;;
BMW BKK Gst. Rgb./Wackersdorf;109028557;;;;;;93055;Regensburg;Herbert-Quandt-Allee;;;;;;;;109034270;;;
BMW BKK Patient-PartnerVerbund;108537642;;;;;;84130;Dingolfing;Mengkofener Str. 6;84126;Dingolfing;Postfach 1533;;;;;109034270;;;
BMW BKK Praxisnetz Berlin;109531090;;;;;;13599;Berlin;Am Juliusturm 14-38;13518;Berlin;Postfach 200805;;;;;109034270;;;
BMW BKK Spez. Mitgliederkreis;109028580;;;;;;84130;Dingolfing;Mengkofener Str. 6;84126;Dingolfing;Postfach 1533;;;;;109034270;;;
BMW BKK Spez. Versicherte;109028591;;;;;;13599;Berlin;Am Juliusturm 14-38;;;;;;;;109034270;;;
BMW BKK/Ost;109021685;;;;;;84130;Dingolfing;Mengkofener Str. 6;84126;Dingolfing;Postfach 1533;;;;;109021685;;;
